Module,Chapter,Lecture Number,Lecture Title,Duration
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.8,Code-Walkthrough: Probability and statistics-II,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.9,Q&A on Probability and Statistics,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.10,Code Walkthrough: Dimensionality Reduction for ML/AI,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.11,Tableau- Part 1,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.12,Tableau- Part 2,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.13,LIVE_ Interview Questions on Probability & Stats,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.14,Live Session (24th April 2022): Statistical Tests - Part 1,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.15,Live Session (01st May 2022): Statistical Tests - Part 2,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.16,Live Session (15th May 2022): Statistical Tests - Part 3,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.17,Live Session(07th August 2022): UMAP for visualising high dimensional data,1 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.18,Live Session(02nd Oct 2022): Recap of Math for ML,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.19,Live Session(16th Oct 2022): Recap of Probability and Statistics,1 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.20,Live Session (1st Jan 2023): Interview Session for Data Analyst roles,
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.1,Dataset overview: Amazon Fine Food reviews(EDA),23 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.2,Data Cleaning: Deduplication,15 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.3,Why convert text to a vector?,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.4,Bag of Words (BoW),18 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.5,"Text Preprocessing: Stemming, Stop-word removal, Tokenization, Lemmatization.",15 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.6,"uni-gram, bi-gram, n-grams.",9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.7,tf-idf (term frequency- inverse document frequency),22 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.8,Why use log in IDF?,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.9,Word2Vec.,16 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.10,"Avg-Word2Vec, tf-idf weighted Word2Vec",9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.11,Bag of Words( Code Sample),19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.12,Text Preprocessing( Code Sample),11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.13,Bi-Grams and n-grams (Code Sample),5 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.14,TF-IDF (Code Sample),6 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.15,Word2Vec (Code Sample),12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.16,Avg-Word2Vec and TFIDF-Word2Vec (Code Sample),2 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.1,Dataset overview: Amazon Fine Food reviews(EDA),23 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.2,Data Cleaning: Deduplication,15 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.3,Why convert text to a vector?,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.4,Bag of Words (BoW),18 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.5,"Text Preprocessing: Stemming, Stop-word removal, Tokenization, Lemmatization.",15 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.6,"uni-gram, bi-gram, n-grams.",9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.7,tf-idf (term frequency- inverse document frequency),22 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.8,Why use log in IDF?,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.9,Word2Vec.,16 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.10,"Avg-Word2Vec, tf-idf weighted Word2Vec",9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.11,Bag of Words( Code Sample),19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.12,Text Preprocessing( Code Sample),11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.13,Bi-Grams and n-grams (Code Sample),5 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.14,TF-IDF (Code Sample),6 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.15,Word2Vec (Code Sample),12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Real world problem: Predict rating given product reviews on Amazon,21.16,Avg-Word2Vec and TFIDF-Word2Vec (Code Sample),2 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.1,How “Classification” works?,10 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.2,Data matrix notation,7 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.3,Classification vs Regression (examples),6 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.4,K-Nearest Neighbours Geometric intuition with a toy example,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.5,Failure cases of KNN,7 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.6,"Distance measures: Euclidean(L2) , Manhattan(L1), Minkowski,  Hamming",20 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.7,Cosine Distance & Cosine Similarity,19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.8,How to measure the effectiveness of k-NN?,16 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.9,Test/Evaluation time and space complexity,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.10,KNN Limitations,9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.11,Decision surface for K-NN as K changes,23 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.12,Overfitting and Underfitting,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.13,Need for Cross validation,22 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.14,K-fold cross validation,18 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.15,"Visualizing train, validation and test datasets",13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.16,How to determine overfitting and underfitting?,19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.17,Time based splitting,19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.18,k-NN for regression,5 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.19,Weighted k-NN,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.20,Voronoi diagram,4 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.21,Binary search tree,16 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.22,How to build a kd-tree,17 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.23,Find nearest neighbours using kd-tree,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.24,Limitations of Kd tree,9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.25,Extensions,3 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.26,Hashing vs LSH,10 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.27,LSH for cosine similarity,40 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.28,LSH for euclidean distance,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.29,Probabilistic class label,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.30,Code Sample:Decision boundary .,23 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.31,Code Sample:Cross Validation,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification And Regression Models: K-Nearest Neighbors,22.32,Revision Questions,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Interview Questions on K-NN(K Nearest Neighbour),23.1,Questions & Answers,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.1,Introduction,5 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.2,Imbalanced vs balanced dataset,23 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.3,Multi-class classification,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.4,"k-NN, given a distance or similarity matrix",9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.5,Train and test set differences,22 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.6,Impact of outliers,7 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.7,Local outlier Factor (Simple solution :Mean distance to Knn),13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.8,k distance,4 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.9,"Reachability-Distance(A,B)",8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.10,Local reachability-density(A),9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.11,Local outlier Factor(A),21 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.12,Impact of Scale & Column standardization,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.13,Interpretability,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.14,Feature Importance and Forward Feature selection,22 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.15,Handling categorical and numerical features,24 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.16,Handling missing values by imputation,21 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.17,curse of dimensionality,27 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.18,Bias-Variance tradeoff,24 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.19,Intuitive understanding of bias-variance.,7 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.20,Revision Questions,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Classification algorithms in various situations,24.21,best and worst case of algorithm,6 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.1,Accuracy,15 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.2,"Confusion matrix, TPR, FPR, FNR, TNR",25 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.3,"Precision and recall, F1-score",10 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.4,Receiver Operating Characteristic Curve (ROC) curve and AUC,19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.5,Log-loss,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.6,R-Squared/Coefficient of determination,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.7,Median absolute deviation (MAD),5 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.8,Distribution of errors,7 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Performance measurement of models,25.9,Revision Questions,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Interview Questions on Performance Measurement Models,26.1,Questions & Answers,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.1,Conditional probability,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.2,Independent vs Mutually exclusive events,7 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.3,Bayes Theorem with examples,18 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.4,Exercise problems on Bayes Theorem,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.5,Naive Bayes algorithm,26 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.6,Toy example: Train and test stages,26 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.7,Naive Bayes on Text data,16 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.8,Laplace/Additive Smoothing,24 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.9,Log-probabilities for numerical stability,11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.10,Bias and Variance tradeoff,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.11,Feature importance and interpretability,10 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.12,Imbalanced data,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.13,Outliers,6 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.14,Missing values,3 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.15,Handling Numerical features (Gaussian NB),13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.16,Multiclass classification,2 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.17,Similarity or Distance matrix,3 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.18,Large dimensionality,3 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.19,Best and worst cases,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.20,Code example,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Naive Bayes,27.21,Revision Questions,
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.1,Geometric intuition of Logistic Regression,31 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.2,Sigmoid function: Squashing,37 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.3,Mathematical formulation of Objective function,24 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.4,Weight vector,11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.5,L2 Regularization: Overfitting and Underfitting,26 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.6,L1 regularization and sparsity,11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.7,Probabilistic Interpretation: Gaussian Naive Bayes,20 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.8,Loss minimization interpretation,19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.9,hyperparameter Search: Grid search and random search,16 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.10,Column Standardization,5 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.11,Feature importance and Model interpretability,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.12,Collinearity of features,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.13,Train & Run time space & time complexity,11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.14,Real world cases,11 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.15,Non-linearly separable data & feature engineering,28 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.16,"Code sample: Logistic regression, GridSearchCV, RandomSearchCV",23 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Logistic Regression,28.17,Extensions to Logistic Regression: Generalized linear models(GLM),8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Linear Regression,29.1,Geometric intuition of Linear Regression,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Linear Regression,29.2,Mathematical formulation,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Linear Regression,29.3,Real world Cases,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Linear Regression,29.4,Code sample for Linear Regression,13 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.1,Differentiation,29 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.2,Online differentiation tools,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.3,Maxima and Minima,12 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.4,Vector calculus: Grad,10 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.5,Gradient descent: geometric intuition,19 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.6,Learning rate,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.7,Gradient descent for linear regression,8 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.8,SGD algorithm,9 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.9,Constrained Optimization & PCA,14 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.10,Logistic regression formulation revisited,6 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.11,Why L1 regularization creates sparsity?,17 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Solving Optimization Problems,30.12,Revision questions,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Interview Questions on Logistic Regression and Linear Regression,31.1,Questions & Answers,30 mins
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.1,Code Walkthrough: Text Encodings for ML/AI,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.2,Dive deep into K-NN,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.3,Performance metrics Deep Dive,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.4,Interactive LIVE session: Logistic regression deep dive,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.5,Code Walkthrough: Optimization Methods for ML/AI,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.6,Code Walkthrough: Hyper-param Optimisation,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.7,Logistic Regression with Imbalanced data: A Geometric View,
Module 3: Foundations of Natural Language Processing and Machine Learning,Module 3: Live Sessions,32.8,Linear Regression using Probability & Stats,
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.1,Geometric Intution,20 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.2,Mathematical derivation,32 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.3,Why we take values +1 and and -1 for Support vector planes,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.4,Loss function (Hinge Loss) based interpretation,18 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.5,Dual form of SVM formulation,16 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.6,kernel trick,10 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.7,Polynomial Kernel,11 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.8,RBF-Kernel,22 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.9,Domain specific Kernels,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.10,Train and run time complexities,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.11,nu-SVM: control errors and support vectors,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.12,SVM Regression,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.13,Cases,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.14,Code Sample,14 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.15,Revision Questions,30 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.1,Geometric Intution,20 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.2,Mathematical derivation,32 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.3,Why we take values +1 and and -1 for Support vector planes,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.4,Loss function (Hinge Loss) based interpretation,18 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.5,Dual form of SVM formulation,16 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.6,kernel trick,10 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.7,Polynomial Kernel,11 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.8,RBF-Kernel,22 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.9,Domain specific Kernels,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.10,Train and run time complexities,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.11,nu-SVM: control errors and support vectors,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.12,SVM Regression,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.13,Cases,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.14,Code Sample,14 mins
Module 4: Machine Learning - II( Supervised Learning Models),Support Vector Machines (SVM),33.15,Revision Questions,30 mins
Module 4: Machine Learning - II( Supervised Learning Models),Interview Questions on Support Vector Machine,34.1,Questions & Answers,30 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.1,Geometric Intuition of decision tree: Axis parallel hyperplanes,17 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.2,Sample Decision tree,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.3,Building a decision Tree:Entropy,19 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.4,KL Divergence,14 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.5,Building a decision Tree:Information Gain,10 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.6,Building a decision Tree: Gini Impurity,7 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.7,Building a decision Tree: Constructing a DT,21 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.8,Building a decision Tree: Splitting numerical features,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.9,Feature standardization,4 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.10,Building a decision Tree:Categorical features with many possible values,7 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.11,Overfitting and Underfitting,8 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.12,Train and Run time complexity,7 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.13,Regression using Decision Trees,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.14,Cases,12 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.15,Code Samples,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Decision Trees,35.16,Revision Questions,30 mins
Module 4: Machine Learning - II( Supervised Learning Models),Interview Questions on decision Trees,36.1,Questions & Answers,30 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.1,What are ensembles?,6 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.2,Bootstrapped Aggregation (Bagging) Intuition,17 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.3,Random Forest and their construction,15 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.4,Bias-Variance tradeoff,7 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.5,Bagging Train and run time complexity,9 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.6,Bagging:Code Sample,4 mins
Module 4: Machine Learning - II( Supervised Learning Models),Ensemble Models,37.7,Extremely randomized trees,8 mins
